"lemma"
bewußt
bezahlen
bezeichnen
beziehen
Beziehung
beziehungsweise
Bezirk
Bezug
bilden
Bildung
bisher
bisherig
bislang
bißchen
bitte
Bitte
bitten
Blatt
blau
Blick
blicken
Blog
Boden
Botschaft
Branche
Brand
brauchen
brechen
breit
Bremen
Brief
britisch
Brücke
Bruder
Buch
Bühne
Bund
Bundesland
Bundesliga
Bundesregierung
Bundestag
bundesweit
bunt
Bürger
Bürgermeister
Büro
Bus
bzw.
c
ca.
Chance
Charakter
Chef
China
chinesisch
Chor
Club
Cm
Co.
Computer
Cookie
cool
Dach
dadurch
dagegen
daher
dahin
damalig
damals
Dame
danach
danke
danken
daran
darauf
daraufhin
daraus
darin
darstellen
Darstellung
darüber
darum
darunter
Daten
Dauer
dauerhaft
dauern
davon
davor
DDR
Debatte
dein
demnach
Demokratie
demokratisch
denken
dennoch
derzeit
deshalb
Design
deswegen
Detail
deutlich
Deutsch
Dezember
Di
dick
diejenige
dienen
Dienst
Dienstag
Dienstleistung
dieselbe
diesmal
digital
Ding
direkt
Diskussion
diskutieren
DM
Doktor
Dokument
Dollar
Donnerstag
doppelt
Dorf
Download
draußen
drehen
dringend
Drittel
drohen
Druck
drücken
dunkel
durchaus
durchführen
durchschnittlich
durchsetzen
E-Mail
eben
Ebene
ebenfalls
ebenso
echt
Ecke
effektiv
egal
ehemalig
eher
ehrenamtlich
ehrlich
Ei
Eigenschaft
eigentlich
eignen
Einblick
eindeutig
Eindruck
Einfluß
einführen
Einführung
eingehen
Einheit
einladen
Einnahme
einrichten
Einrichtung
eins
Einsatz
einsetzen
einst
einstellen
Einstellung
Eintracht
Eintritt
Einwohner
einzeln
einzig
einzigartig
elektronisch
Element
elf
Eltern
empfangen
empfehlen
Empfehlung
enden
endgültig
endlich
Energie
eng
Engagement
engagieren
England
englisch
enorm
entdecken
entfernen
entfernt
entgegen
enthalten
entscheiden
entscheidend
Entscheidung
entsprechen
entsprechend
entstehen
entweder
entwickeln
Entwicklung
Erde
Ereignis
erfahren
Erfahrung
Erfolg
erfolgen
erfolgreich
erforderlich
erfüllen
ergänzen
ergeben
Ergebnis
erhältlich
erheben
erheblich
erhöhen
erinnern
Erinnerung
erkennen
Erkenntnis
erklären
Erklärung
Erkrankung
erlauben
erläutern
erleben
Erlebnis
erledigen
ermitteln
Ermittlung
ermöglichen
Ernährung
erneut
ernst
Ernst
eröffnen
Eröffnung
erreichen
errichten
erscheinen
ersetzen
erstellen
erstmals
Erwachsene
erwähnen
erwarten
Erwartung
erweisen
erweitern
erwerben
erzählen
erzeugen
erzielen
essen
Essen
Europa
europäisch
evangelisch
Event
eventuell
Experte
extern
extrem
Fähigkeit
fahren
Fahrer
Fahrt
Fahrzeug
fair
Faktor
Falle
fallen
fällen
falls
falsch
Familie
Fan
fangen
Farbe
fassen
fast
Fax
Fazit
Februar
fehlen
Fehler
feiern
fein
Feld
Fenster
Fernsehen
fertig
fest
Fest
Festival
festlegen
feststellen
Feuer
Feuerwehr
Figur
Film
Finale
finanziell
finanzieren
Firma
Fischer
Fläche
flexibel
fliegen
fließen
Flüchtling
Flughafen
Fokus
Folge
folgen
folgend
fordern
fördern
Forderung
Förderung
Form
Forschung
Forum
Fr
fragen
Franken
Frankfurter
Frankreich
Franz
französisch
frei
Freiburg
Freiheit
Freitag
freiwillig
Freude
freuen
Freund
Freundin
freundlich
Frieden
frisch
froh
früh
Frühjahr
fühlen
Führung
füllen
fünf
Funktion
funktionieren
fürs
Fuß
Fußball
g
Galerie
Gang
Ganze
gar
Garantie
garantieren
Garten
Gast
Gastgeber
gebären
Gebäude
Gebiet
Geburtstag
Gedanke
gedenken
geeignet
Gefahr
gefährlich
gefallen
Gefühl
Gegensatz
Gegenstand
Gegenteil
gegenüber
Gegner
Geist
Gelände
gelangen
gelb
Geld
Gelegenheit
gelingen
gelten
gemäß
Gemeinde
Gemeinderat
gemeinsam
Gemeinschaft
gemütlich
genau
genauso
Generation
generell
genießen
genug
genügen
Gerät
geraten
gerecht
Gericht
gering
gern
gerne
Geschäft
Geschäftsführer
geschehen
Geschenk
Geschichte
Geschmack
Gesellschaft
gesellschaftlich
Gesetz
gesetzlich
Gesicht
gespannt
Gespräch
gestalten
Gestaltung
gestern
gesund
Gesundheit
gewährleisten
Gewalt
Gewicht
Gewinn
gewinnen
gewiß
gezielt
Glas
glauben
gleichzeitig
global
Glück
glücklich
GmbH
Gold
golden
Gott
Gottesdienst
Grad
grau
greifen
Grenze
großartig
Großbritannien
Größe
grün
Grund
gründen
Grundlage
grundsätzlich
Grundschule
Grundstück
Grüne
Gruppe
Gruß
günstig
h
Haar
halb
Halbzeit
Hälfte
Halle
hallo
halt
Hamburg
Hamburger
Hand
Handel
handeln
Händler
Handy
hängen
Hans
hart
häufig
Hauptstadt
Haushalt
Haut
heben
heftig
heilig
Heimat
heimisch
Heinz
heiß
heißen
helfen
Helfer
her
heraus
Herausforderung
Herbst
Herr
herrschen
herstellen
Hersteller
herum
hervor
hervorragend
Herz
herzlich
heutig
hierbei
hierfür
hierzu
Hilfe
Himmel
hin
hinaus
hingegen
hinten
hinter
Hintergrund
hinterlassen
Hinweis
hinweisen
hinzu
historisch
Hochschule
hochwertig
Hof
hoffen
Hoffnung
Höhe
Höhepunkt
holen
Holz
hören
Horst
Hotel
Hund
hundert
i
ideal
Idee
immerhin
Immobilie
indem
individuell
Industrie
Info
Information
informieren
Inhalt
Initiative
Innenstadt
inner
innerhalb
innovativ
insbesondere
Insel
insgesamt
installieren
Institut
Instrument
integrieren
intensiv
interessant
Interesse
interessieren
interessiert
intern
international
Internet
Interview
investieren
Investition
Investor
inzwischen
irgendwann
irgendwie
Israel
Italien
italienisch
Jahrhundert
jährlich
Jahrzehnt
Januar
Japan
je
jedenfalls
jederzeit
jemand
jeweilig
jeweils
Job
Johannes
Josef
Journalist
jüdisch
Jugend
Jugendliche
Juli
Juni
K
Kaffee
kalt
Kamera
Kampf
kämpfen
Kandidat
Kanton
Karriere
Karte
Kasse
Kategorie
katholisch
Kauf
kaufen
kaum
kehren
Keller
kennen
kennenlernen
Kenntnis
Kilometer
Kindergarten
Kino
Kirche
Klage
Kläger
Klägerin
klappen
klar
klären
Klasse
klassisch
klicken
klingen
Klinik
knapp
Koch
Kollege
Kombination
Kommentar
kommentieren
Kommune
Kommunikation
komplett
komplex
Konflikt
König
konkret
Konkurrenz
Konsequenz
Kontakt
Konto
Kontrolle
kontrollieren
konzentrieren
Konzept
Konzern
Konzert
Kooperation
Kopf
Körper
körperlich
kosten
Kosten
kostenlos
Kraft
kräftig
Krankenhaus
Krankheit
kreativ
Kreis
Krieg
Krise
Kritik
kritisch
kritisieren
Küche
Kultur
kulturell
kümmern
Kunde
kündigen
künftig
Kunst
Künstler
Kurs
kurzfristig
kürzlich
lachen
laden
Laden
Lage
Lager
landen
Landkreis
Landschaft
lange
Länge
langfristig
langjährig
langsam
längst
Lauf
laufen
laufend
laut
leben
Lebensmittel
lediglich
leer
legen
Lehrer
leicht
leiden
leider
leisten
Leistung
leiten
Leiter
Leitung
lernen
lesen
Leser
letztlich
Leute
Licht
lieb
Liebe
lieben
lieber
Lied
liefern
Lieferung
Liga
Linie
Link
links
Liste
Liter
live
lohnen
lokal
Los
löschen
lösen
Lösung
Luft
Lust
lustig
M
Macht
Mädchen
Mai
Mail
Mal
Management
Manager
manchmal
Mannschaft
Maria
Mark
Marke
Markt
März
Maschine
Maß
massiv
Maßnahme
Material
Max
maximal
medizinisch
Meer
mehrere
mehrfach
Mehrheit
meinen
Meinung
meist
meistens
Meister
Meisterschaft
melden
Meldung
Menge
menschlich
merken
Messe
messen
Meter
Methode
Milliarde
mindestens
Minister
Ministerpräsident
Mio.
Mitarbeiter
miteinander
Mitglied
Mitte
mitteilen
Mittel
Mittelpunkt
mitten
mittlerweile
Mittwoch
mobil
Modell
modern
möglicherweise
Möglichkeit
möglichst
Moment
momentan
Monat
monatlich
Montag
morgen
Morgen
Motiv
Motor
Motto
Müller
Museum
Musik
musikalisch
Musiker
Mutter
Nachbar
nachdem
Nachfolger
Nachfrage
nachhaltig
Nachmittag
Nachricht
Nacht
Nachteil
nah
Nähe
nahezu
Name
Namen
nämlich
Nation
national
Natur
neben
negativ
nein
nennen
nett
Netz
Netzwerk
Neubau
neun
News
nie
Niederlage
niedrig
niemand
Niveau
nochmal
Norden
normal
Note
nötig
notwendig
November
Nr.
Nummer
nutzen
Nutzen
Nutzer
Nutzung
oben
Objekt
obwohl
offen
offenbar
offensichtlich
öffentlich
Öffentlichkeit
offiziell
öffnen
Öffnungszeit
oft
ohnehin
Oktober
Öl
olympisch
online
Opfer
optimal
Option
ordentlich
Ordnung
Organisation
organisieren
Ort
Osten
Österreich
österreichisch
Otto
Paar
Papier
Park
Parkplatz
Parlament
Partei
Partie
Partner
passen
passieren
Patient
Pause
per
perfekt
Person
Personal
persönlich
Perspektive
Peter
Pfarrer
Pferd
Pflanze
Pflege
pflegen
Pflicht
Phase
Plan
planen
Planung
Plattform
plötzlich
Plus
Polen
Politik
Politiker
politisch
Polizei
Polizist
Position
positiv
Post
prägen
praktisch
präsentieren
Präsident
Praxis
Preis
Prinzip
privat
pro
Problem
Produkt
Produktion
produzieren
professionell
Professor
profitieren
Programm
Projekt
Prozeß
prüfen
Prüfung
Publikum
Punkt
Quadratmeter
Qualität
Quartal
Quelle
r
Rad
Rahmen
Rand
Rang
rasch
Rat
Rathaus
Raum
raus
reagieren
Reaktion
rechnen
Rechnung
recht
Recht
Rechte
rechtlich
rechts
Redaktion
Rede
reden
reduzieren
Regel
regelmäßig
Regelung
Regierung
Region
regional
registrieren
reich
reichen
Reihe
rein
Reise
reisen
relativ
Rennen
Republik
Rest
Restaurant
retten
Rezept
richten
Richter
Richtung
riesig
Ring
Risiko
Rolle
Rom
Roman
rot
rücken
Rücken
Ruf
rufen
Ruhe
ruhig
Runde
russisch
Rußland
s
Sa
Sache
Sachsen
Saison
Salz
sammeln
Samstag
Sanierung
Satz
sauber
SC
Schaden
schaffen
scharf
schätzen
schauen
Schauspieler
scheinen
scheitern
schenken
schicken
schießen
Schiff
schlagen
schlecht
schließen
schließlich
schlimm
Schloß
Schluß
schmecken
schneiden
Schneider
schreiben
Schreiben
Schritt
Schuh
Schuld
Schule
Schüler
Schülerin
Schutz
schützen
schwach
schwarz
Schweiz
Schweizer
schwer
Schwerpunkt
Schwester
schwierig
sechs
See
Seele
seitdem
Sekunde
selber
selbstverständlich
selten
Seminar
Senat
senden
Senior
September
Serie
Service
SG
Shop
Show
sicher
Sicherheit
sicherlich
sichern
sicherstellen
Sicht
sichtbar
sieben
Sieg
Sieger
singen
sinken
Sinn
sinnvoll
Situation
Sitz
sitzen
Sitzung
Smartphone
sobald
sodass
sofort
Software
sogar
sogenannt
Sohn
solange
solch
Soldat
somit
Sommer
Song
Sonnabend
Sonne
Sonntag
sonst
sonstig
Sorge
sorgen
soweit
sowohl
sozial
sozialistisch
Spanien
spanisch
spannend
sparen
Spaß
spät
spätestens
speichern
Spende
sperren
speziell
Spiegel
Spieler
Spieltag
Spitze
Sport
sportlich
Sprache
sprechen
Sprecher
springen
Spur
spüren
St.
Staat
staatlich
Staatsanwaltschaft
stabil
Stadion
städtisch
Stadtrat
Staffel
stammen
Stand
Standard
ständig
Standort
Star
Stärke
stärken
Start
starten
Station
Statistik
statt
stattdessen
stattfinden
stecken
Stefan
stehend
steigen
steigern
Stein
Stelle
sterben
Stern
stets
Steuer
steuern
Stiftung
Stil
Stimme
stimmen
Stimmung
Stoff
stolz
stören
stoßen
Straße
Strategie
Strecke
Streit
streng
Strom
Struktur
Stück
Student
Studie
studieren
Studium
Stunde
Suche
suchen
Süden
Summe
super
SV
System
Szene
täglich
Tasche
Tat
Täter
tätig
Tätigkeit
Tatsache
tatsächlich
Team
Technik
technisch
Technologie
teilen
Teilnahme
teilnehmen
Teilnehmer
teilweise
Tel.
Telefon
Temperatur
Termin
Test
testen
teuer
Text
Theater
Ticket
tief
Tier
Tipp
Tisch
Titel
Tochter
Tod
toll
Ton
Tonne
Top
Tor
tot
total
töten
Tour
Tradition
traditionell
tragen
Trainer
trainieren
Training
Traum
treffen
Treffen
Treffer
Treffpunkt
treiben
Trend
trennen
treten
trinken
trocken
trotzdem
Tür
Türkei
Turnier
TV
Typ
typisch
u
üben
überall
Überblick
überhaupt
überlegen
übernehmen
überprüfen
überraschen
überraschend
Überraschung
übertragen
überzeugen
üblich
übrig
übrigens
Übung
umfangreich
umfassen
Umfeld
Umfrage
Umgang
Umgebung
umgehen
ums
Umsatz
umsetzen
Umsetzung
umso
Umstand
Umwelt
unabhängig
unbedingt
unbekannt
Unfall
ungewöhnlich
unglaublich
Union
Universität
unmittelbar
unten
unterliegen
Unternehmer
unterscheiden
Unterschied
unterschiedlich
unterstützen
Unterstützung
untersuchen
Untersuchung
unterwegs
Update
Urlaub
Ursache
ursprünglich
Urteil
USA
v
v.
Van
Variante
Vater
verabschieden
verändern
Veränderung
veranstalten
Veranstalter
Veranstaltung
verantwortlich
Verantwortliche
Verantwortung
verarbeiten
Verband
verbessern
Verbesserung
verbieten
verbinden
Verbindung
Verbraucher
verbreiten
verbringen
verdienen
Verein
vereinbaren
Vereinbarung
Verfahren
verfassen
verfolgen
verfügbar
verfügen
Verfügung
Vergangenheit
vergeben
vergessen
Vergleich
vergleichen
Verhalten
Verhältnis
Verhandlung
verhindern
Verkauf
verkaufen
Verkehr
Verlag
verlangen
verlassen
verlaufen
verleihen
verletzen
Verletzung
verlieren
Verlust
vermeiden
vermitteln
vermuten
vermutlich
veröffentlichen
verpassen
verpflichten
verraten
Versandkosten
verschieben
verschieden
verschwinden
Version
versorgen
versprechen
Verständnis
verstehen
Versuch
versuchen
verteidigen
verteilen
Vertrag
Vertrauen
vertreten
Vertreter
verursachen
verurteilen
Verwaltung
verweisen
verwenden
Verwendung
verzichten
via
Video
vielfältig
vielleicht
vielmehr
Vogel
Volk
voll
völlig
vollständig
Voraussetzung
vorbei
vorbereiten
Vorbereitung
vorhanden
vorher
Vorjahr
vorliegen
vorne
vornehmen
Vorschlag
vorsehen
Vorsitzende
Vorstand
vorstellen
Vorstellung
Vorteil
Vortrag
Vorwurf
wachsen
Wachstum
Waffe
Wagen
Wagner
Wahl
wählen
wahr
Wahrheit
wahrnehmen
wahrscheinlich
Wald
Wand
wann
Ware
warm
warnen
warten
warum
Wasser
Weber
Webseite
Website
Wechsel
wechseln
weder
weg
wegen
weiblich
weich
Weihnachten
Wein
Weise
weisen
weiterhin
Weltkrieg
weltweit
wenden
wenig
wenigstens
Werbung
werfen
Werk
Wert
wertvoll
wesentlich
weshalb
Westen
westlich
Wettbewerb
Wetter
Widerstand
widmen
wiederum
Wien
wild
willkommen
Wind
Winter
wirken
wirklich
Wirkung
Wirtschaft
wirtschaftlich
Wissen
Wissenschaft
wissenschaftlich
WM
wobei
Wochenende
wohl
wohnen
Wohnung
Wolf
Workshop
Wort
Wunder
wunderbar
wunderschön
Wunsch
wünschen
x
Zahl
zahlen
zählen
zahlreich
zehn
Zeichen
zeichnen
Zeitpunkt
Zeitraum
Zeitung
zentral
Zentrum
zerstören
Zeuge
ziehen
Ziel
ziemlich
Zimmer
zudem
zuerst
zufrieden
Zug
Zugang
zugleich
Zukunft
zukünftig
zulassen
zuletzt
zumal
zumindest
zunächst
zunehmend
Zürich
zurück
zusammen
Zusammenarbeit
Zusammenhang
zusätzlich
Zuschauer
Zustand
zuständig
Zustimmung
Zutat
zuvor
zwar
Zweck
Zweifel
zweimal
zwingen
zwölf
