"lemma"
Aal
Aar
ab
abarbeiten
Abbau
abbauen
abbiegen
abbilden
Abbildung
abbrechen
Abbruch
abdecken
Abdeckung
Abend
Abendblatt
Abendkasse
abendlich
Abendmahl
abends
Abenteuer
abenteuerlich
aber
abermals
abfahren
Abfahrt
Abfall
Abfalleimer
abfangen
abfinden
Abfindung
abfliegen
Abflug
abfragen
abführen
Abgabe
Abgang
Abgas
abgeben
abgehen
Abgeordnete
Abgeordnetenhaus
abgrenzen
Abgrenzung
Abgrund
abhaken
abhalten
abhängen
abhängig
Abhängigkeit
abheben
Abhilfe
abholen
Abholung
Abitur
Abiturient
abklären
Abkommen
abkühlen
Abkürzung
Ablauf
ablaufen
ablegen
Ableger
ablehnen
Ablehnung
ableiten
ablenken
Ablenkung
ablesen
abliefern
ablösen
abmachen
Abmahnung
abmelden
Abnahme
abnehmbar
abnehmen
Abnehmer
Abo
Abonnement
Abonnent
abonnieren
Abpfiff
Abraham
abrechnen
Abrechnung
Abreise
Abriß
Abruf
abrufbar
abrufen
abrunden
abrupt
Abrüstung
Absage
absagen
Absatz
abschaffen
Abschaffung
abschalten
abschätzen
abschieben
Abschiebung
Abschied
Abschlag
abschließen
Abschluss
Abschluß
abschmecken
abschneiden
Abschnitt
abschrecken
abschreiben
Abschreibung
absehbar
absehen
abseits
Absender
Absenderin
absetzen
absichern
Absicherung
Absicht
absichtlich
absolut
Absolvent
absolvieren
abspielen
Absprache
absprechen
Abstand
Abstecher
absteigen
Absteiger
abstellen
Abstieg
Abstiegskampf
abstimmen
Abstimmung
abstrakt
Abstrich
Absturz
abstürzen
absurd
Abt
Abteilung
Abteilungsleiter
Abtreibung
abtreten
Abu
abverlangen
abwägen
Abwägung
Abwart
abwarten
Abwartin
abwärts
abwaschen
Abwasser
abwechseln
Abwechselung
Abwehr
abwehren
Abwehrspieler
abweichen
Abweichung
abweisen
abwenden
abwesend
Abwesenheit
abwickeln
Abwicklung
abzeichnen
abziehen
Abzug
Accessoire
Account
ach
Achse
acht
Achtelfinale
achten
Achtsamkeit
Achtung
achtzehn
achtzig
achtziger
Acker
Ackermann
Action
Adam
Adapter
adäquat
Adler
Admin
Administration
administrativ
Administrator
ADN
Adresse
Advent
Adventskalender
Adventszeit
Affäre
Affe
afghanisch
Afghanistan
Afrika
afrikanisch
AG
Agenda
Agent
Agentur
Aggression
aggressiv
agieren
agil
Ägypten
ägyptisch
ah
äh
ahnden
ähneln
ahnen
ähnlich
Ähnlichkeit
Ahnung
Ai
Aids
Air
Airline
Akademie
akademisch
Akkordeon
Akku
Akkulaufzeit
akribisch
Akt
Akte
Aktenzeichen
Akteur
Aktie
Aktiengesellschaft
Aktienkurs
Aktienmarkt
Aktion
Aktionär
Aktionstag
aktiv
aktivieren
Aktivierung
Aktivist
Aktivität
aktualisieren
Aktualisierung
Aktualität
aktuell
akustisch
akut
Akzent
